,artist,artist_id,track_name,track_id,popularity,release_date,duration,playlist,upload_time
13686,Kontrafakt,3inzIBtXMSkZTGEfC0a1kT,J Lo,0ZoS0OXuPpBPKa2arKKKJ1,50,2019,212360,Top 50 - Slovakia,2023-11-05 14:18:19.598429
13687,Calin,5lEkQtWa3UKlI1hj7sktcd,Santé,4ToxkJ4VvWs026R3QfHDI3,61,2022-09-30,114000,Top 50 - Slovakia,2023-11-05 14:18:19.598429
13688,Peggy Gou,2mLA48B366zkELXYx7hcDN,(It Goes Like) Nanana - Edit,23RoR84KodL5HWvUTneQ1w,92,2023-06-15,231545,Top 50 - Slovakia,2023-11-05 14:18:19.598429
13689,Mellow & Sleazy,5MJ5f1XKD9yu7aWfG8OGjz,Imnandi lento (feat. Tman Xpress),5C9h6ZyskUiyAVDmhSfSdP,70,2023-08-18,447834,Top 50 - South Africa,2023-11-05 14:18:19.598429
13690,Dlala Thukzin,5kmceQl1Y7lveTVbcy5ycD,iPlan,5yyYL1FpimADTIftYQU0cg,68,2023-09-15,410847,Top 50 - South Africa,2023-11-05 14:18:19.598429
13691,Kamo Mphela,788jOE9HMUy9heDK8EIkon,Dalie (feat. Baby S.O.N),4URabg9AGHasjFEVdTbWcC,43,2023-10-11,280424,Top 50 - South Africa,2023-11-05 14:18:19.598429
13692,Mthandeni SK,2tqMDvoyXVbN7uF4ObOeJX,Paris,7JbLSEDlRdoJaXk5ddZae2,63,2023-08-09,257959,Top 50 - South Africa,2023-11-05 14:18:19.598429
13693,DJ Stokie,1lDWyPzSZOqP5jfZNm5lLI,Awukhuzeki,4J1H4EuucGhhYfcPpYCBRr,68,2023-04-07,492617,Top 50 - South Africa,2023-11-05 14:18:19.598429
13694,Sam Deep,46R9PUVbIOMjSUtMsQZbQq,Isgubhu,1ng4byy7mejezJ08hs4P7R,52,2023-10-13,413838,Top 50 - South Africa,2023-11-05 14:18:19.598429
13695,Bassie,1ELUrmWBlXkqVabjVincQ6,Izenzo,3pImmSzeKex5ffzsDoaL3z,64,2023-08-25,414966,Top 50 - South Africa,2023-11-05 14:18:19.598429
13696,Tyla,3SozjO3Lat463tQICI9LcE,Water,5aIVCx5tnk0ntmdiinnYvw,95,2023-07-28,200255,Top 50 - South Africa,2023-11-05 14:18:19.598429
13697,Tyler ICU,2oIQCM7hRZI9tS5b9S8rj4,"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",5tpft20jhQvRlG3O7XfwWy,74,2023-04-28,391888,Top 50 - South Africa,2023-11-05 14:18:19.598429
13698,Felo Le Tee,6k8odn7NzzTT4K3NBNtsfV,Yini Ngathi (Insane),7Gc7tNSocAypLct0MYYzmk,62,2023-10-13,347148,Top 50 - South Africa,2023-11-05 14:18:19.598429
13699,Killorbeezbeatz,5IVpGXuroRfHuHKd7SSARS,Ngilele E Hotel,5R9zmvswQj0SRJ1XM0yTzU,63,2023-08-28,242155,Top 50 - South Africa,2023-11-05 14:18:19.598429
13700,Harry Cane,1eiu4TofnbXLBF7r59mwE4,Dubula (feat. Eemoh) - Remake,1eOOCRtXcPwK8qG8VjtczJ,33,2023-11-03,306909,Top 50 - South Africa,2023-11-05 14:18:19.598429
13701,DJ Tshegu,6ei1fCxL5TGjFKBj1B8KgM,Tiya Mfana (Mzokwana) [feat. Sims Noreng],6NC6bUY7tAIgr5xvzzZnBR,36,2023-10-27,265213,Top 50 - South Africa,2023-11-05 14:18:19.598429
13702,Megadrumz,5L2aXzIstvqMsXHQVXptbX,Tjina,5l4S6LVL1AQfZC01pypXl6,64,2023-09-08,319369,Top 50 - South Africa,2023-11-05 14:18:19.598429
13703,Kabza De Small,1bNjWBFWsAAzZSR59lRdpR,"Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)",6Kijtp0DB6VwcoJIw7PJ9W,56,2023-10-27,351200,Top 50 - South Africa,2023-11-05 14:18:19.598429
13704,De Mthuda,1w2P5nNsO5W7FYq2Oui0cM,Sgudi Snyc,0XSYoJ0MJpMB2tddyRcBEC,66,2023-05-19,331377,Top 50 - South Africa,2023-11-05 14:18:19.598429
13705,Harry Cane,1eiu4TofnbXLBF7r59mwE4,Dubula,0lSR2SUKY0N8ft5MYIzyVa,39,2023-07-28,306366,Top 50 - South Africa,2023-11-05 14:18:19.598429
13706,Uncle Waffles,68McnNC9twEtiynOAJRRgZ,Peacock Revisit (feat. Ice Beats Slide & Sbuda Maleather),1NQCinyxiglxekxXVPEhnC,67,2023-08-11,326048,Top 50 - South Africa,2023-11-05 14:18:19.598429
13707,"Oscar Mbo, KG Smallz, Mörda, Thakzin, & Mhaw Keys",7AZp3MmpEYCqZIGrDTpkWk,"Yes God (feat. Dearson) - Mörda, Thakzin, Mhaw Keys Remix",4i2Dz0USzHqcOTrP0y79V9,36,2023-07-28,420229,Top 50 - South Africa,2023-11-05 14:18:19.598429
13708,Lwah Ndlunkulu,2h9NlcdGxIEnnh5aQuSeZ1,Eyami,5Jf3hmkf8WKKqxM4vM8rux,61,2023-08-04,260488,Top 50 - South Africa,2023-11-05 14:18:19.598429
13709,DJ Kent,7eNwLlauwL6tZwbFzJHWAN,Horns In The Sun - Thakzin Remix,2V2K1hzCtgj9xAnga9WUTy,57,2023-08-29,336657,Top 50 - South Africa,2023-11-05 14:18:19.598429
13710,DJ Stokie,1lDWyPzSZOqP5jfZNm5lLI,Masithokoze,4tsVMjM60RNTe9EV5oQ4sQ,58,2023-10-20,427217,Top 50 - South Africa,2023-11-05 14:18:19.598429
13711,Jimmy Maradona,0KAB9wajGGZViilTCmJieo,Wena Wa Pallwa (feat. Ch'cco & LeeMcKrazy),5O677N09WkpiDFluKb1fXh,63,2023-07-14,360920,Top 50 - South Africa,2023-11-05 14:18:19.598429
13712,Mas Musiq,3fdFRgy3GmfiWQqeKbmFS8,Gangnam Style (feat. DJ Maphorisa & Kabza De Small),1CrwpdodnkXcjPSrg8kw9g,55,2023-04-21,350309,Top 50 - South Africa,2023-11-05 14:18:19.598429
13713,Kabza De Small,1bNjWBFWsAAzZSR59lRdpR,"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitar)",7ko9EAsZ2N1ZpEBlMUkR3J,62,2023-05-19,492831,Top 50 - South Africa,2023-11-05 14:18:19.598429
13714,Dj Jaivane,4F8OilWxRKQzg1Lw9sJ4Pl,uLala Kanjani (feat. LeeMcKrazy & Skandisoul),1AVIL2s4vkE92Qupej37JR,61,2023-07-19,347245,Top 50 - South Africa,2023-11-05 14:18:19.598429
13715,Tebza De DJ,6sPahgGNaNy7ZR6cGsdMez,Ka Valungu,5Yx3xbh3ob1TzcSkTZRYjT,65,2023-07-25,300302,Top 50 - South Africa,2023-11-05 14:18:19.598429
13716,Pushkin RSA,2yOabnExwqn16MmeIYkOc7,"ZULU (feat. AMAQHAWE, Philharmonic)",480PlMmJsQaL821M8xBNxj,52,2023-10-11,416182,Top 50 - South Africa,2023-11-05 14:18:19.598429
13717,Sizwe Nineteen,2c3QieTCPiVSzFF3RnmiOU,Habibi (Quantum Sound),0JtoyusgiISK10cXzX79uH,61,2023-08-01,368640,Top 50 - South Africa,2023-11-05 14:18:19.598429
13718,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Agora Hills,5PyDJG7SQRgWXefgexqIge,81,2023-09-20,265360,Top 50 - South Africa,2023-11-05 14:18:19.598429
13719,Fezeka Dlamini,3w6Mt5dBdn8iPH2PgdnbP7,Uyangijabulisa,09zHC0CNGuWQ1ot7WhzwKJ,42,2023-08-18,288052,Top 50 - South Africa,2023-11-05 14:18:19.598429
13720,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Paint The Town Red,56y1jOTK0XSvJzVv9vHQBK,89,2023-09-20,230480,Top 50 - South Africa,2023-11-05 14:18:19.598429
13721,Drake,3TVXtAsR1Inumwj472S9r4,First Person Shooter (feat. J. Cole),7aqfrAY2p9BUSiupwk3svU,92,2023-10-06,247444,Top 50 - South Africa,2023-11-05 14:18:19.598429
13722,Sam Deep,46R9PUVbIOMjSUtMsQZbQq,iMpumelelo,1djewwWkOaJGFtPaQc2MU6,47,2023-10-13,378264,Top 50 - South Africa,2023-11-05 14:18:19.598429
13723,Maverick Muji,3cKNrj7HVDPesBMpcHUI3o,Ngimtholile,4XQNZPkMyo1LxR3NYbVegt,56,2023-10-13,244062,Top 50 - South Africa,2023-11-05 14:18:19.598429
13724,Drake,3TVXtAsR1Inumwj472S9r4,IDGAF (feat. Yeat),2YSzYUF3jWqb9YP9VXmpjE,94,2023-10-06,260111,Top 50 - South Africa,2023-11-05 14:18:19.598429
13725,Dave,6Ip8FS7vWT1uKkJSweANQK,Sprinter,2FDTHlrBguDzQkp7PVj16Q,93,2023-06-01,229133,Top 50 - South Africa,2023-11-05 14:18:19.598429
13726,Lwah Ndlunkulu,2h9NlcdGxIEnnh5aQuSeZ1,Ngiyeza,3Pv1NcASIE987vF8t1VWVu,59,2023-01-18,281240,Top 50 - South Africa,2023-11-05 14:18:19.598429
13727,De Mthuda,1w2P5nNsO5W7FYq2Oui0cM,iThuba,4pxH1dqKimocSU5kaA4GYp,57,2023-05-26,365381,Top 50 - South Africa,2023-11-05 14:18:19.598429
13728,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Hamba Juba,4k5FlWz3dfhyQzmRpVPZsW,63,2023-02-17,480016,Top 50 - South Africa,2023-11-05 14:18:19.598429
13729,Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,Strangers,5mjYQaktjmjcMKcUIcqz4s,98,2023-09-01,172964,Top 50 - South Africa,2023-11-05 14:18:19.598429
13730,Tate McRae,45dkTj5sMRSjrmBSBeiHym,greedy,3rUGC1vUpkDG9CZFHMur1t,99,2023-09-15,131872,Top 50 - South Africa,2023-11-05 14:18:19.598429
13731,SZA,7tYKF4w9nC0nq9CsPZTHyP,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,92,2022-12-09,201800,Top 50 - South Africa,2023-11-05 14:18:19.598429
13732,MaWhoo,5kwZB1xNLgB3lln1JGS2B9,"Ngilimele (feat. Deep Sen, KingTalkzin, Mthunzi)",6lrKA1DMAihPI490Oj0twC,37,2023-08-15,372976,Top 50 - South Africa,2023-11-05 14:18:19.598429
13733,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,fukumean,4rXLjWdF2ZZpXCVTfWcshS,95,2023-06-16,125040,Top 50 - South Africa,2023-11-05 14:18:19.598429
13734,Deejaykgosi,5Od5IwIPUgfunOlyI5W5OG,"Ngizwile (feat. Lington, Zee_nhle, iam.psalm, Phemelo Saxer)",5L8SXJHxQBLCt4i6ohuPee,20,2023-07-21,334471,Top 50 - South Africa,2023-11-05 14:18:19.598429
13735,Miguel,360IAlyVv4PCEVjgyMZrxK,Sure Thing,0JXXNGljqupsJaZsgSbMZV,90,2010-11-26,195373,Top 50 - South Africa,2023-11-05 14:18:19.598429
13736,ShaunMusiq & Ftears,5fds40CKwV1XZgn3IH89Gd,"Bhebha (feat. Myztro, Mellow & Sleazy, QuayR Musiq & Matuteboy)",1SB1UdyYs3DMyzHVxZg0QE,62,2023-03-10,343146,Top 50 - South Africa,2023-11-05 14:18:19.598429
13737,Lwah Ndlunkulu,2h9NlcdGxIEnnh5aQuSeZ1,Ithuba,2DTnuVhrGnLcmgutAW4vb1,57,2022-08-12,263004,Top 50 - South Africa,2023-11-05 14:18:19.598429
13738,Soa Mattrix,6zfTCQmxqOy0kBpHrse3ro,Mina Nawe,1y5eHXBYiLgNv00KoHXm4o,61,2022-08-19,351640,Top 50 - South Africa,2023-11-05 14:18:19.598429
13739,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Seven (feat. Latto) (Explicit Ver.),2HRgqmZQC0MC7GeNuDIXHN,73,2023-11-03,183550,Top 50 - South Korea,2023-11-05 14:18:19.598429
13740,Jimin,1oSPZhvZMIrWW5I41kPkkY,Like Crazy,3Ua0m0YmEjrMi9XErKcNiR,94,2023-03-24,212241,Top 50 - South Korea,2023-11-05 14:18:19.598429
13741,Jimin,1oSPZhvZMIrWW5I41kPkkY,Like Crazy (English Version),0u8rZGtXJrLtiSe34FPjGG,86,2023-03-24,212253,Top 50 - South Korea,2023-11-05 14:18:19.598429
13742,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Standing Next to You,2KslE17cAJNHTsI2MI0jb2,83,2023-11-03,206019,Top 50 - South Korea,2023-11-05 14:18:19.598429
13743,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,3D (feat. Jack Harlow),01qFKNWq73UfEslI0GvumE,89,2023-10-02,201812,Top 50 - South Korea,2023-11-05 14:18:19.598429
13744,Jimin,1oSPZhvZMIrWW5I41kPkkY,Set Me Free Pt.2,59hBR0BCtJsfIbV9VzCVAp,82,2023-03-17,200929,Top 50 - South Korea,2023-11-05 14:18:19.598429
13745,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Yes or No,2gkVEnpahpE3bQuvGuCpAV,77,2023-11-03,147557,Top 50 - South Korea,2023-11-05 14:18:19.598429
13746,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Hate You,5ONOlTiqymhzwcFjqcIT6E,77,2023-11-03,154236,Top 50 - South Korea,2023-11-05 14:18:19.598429
13747,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Please Don't Change (feat. DJ Snake),0k0GtcnyQLMiXrdEDbLXmJ,76,2023-11-03,146684,Top 50 - South Korea,2023-11-05 14:18:19.598429
13748,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Too Sad to Dance,3bNNvJA7hsGw0wSpGkfOBm,75,2023-11-03,175911,Top 50 - South Korea,2023-11-05 14:18:19.598429
13749,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Somebody,5KfJvZ0PZzRdwFRaTUDAA7,76,2023-11-03,168599,Top 50 - South Korea,2023-11-05 14:18:19.598429
13750,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Closer to You (feat. Major Lazer),06Qo2fYR2KS1F7bL338iVT,76,2023-11-03,170995,Top 50 - South Korea,2023-11-05 14:18:19.598429
13751,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Shot Glass of Tears,7AbqgE05nFl9qY4FRUiq2p,75,2023-11-03,167246,Top 50 - South Korea,2023-11-05 14:18:19.598429
13752,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,Do or Die,21ewxM3YvcdTj7cC0XwznO,71,2023-10-09,205440,Top 50 - South Korea,2023-11-05 14:18:19.598429
13753,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,Grain of Sand,4WUpMUjdoi47LY7gBQBXe3,70,2023-06-05,220309,Top 50 - South Korea,2023-11-05 14:18:19.598429
13754,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,London Boy,6auT8cRBu3BgPRBrdVBY15,68,2022-11-15,244500,Top 50 - South Korea,2023-11-05 14:18:19.598429
13755,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,Perfect Night,74X2u8JMVooG2QbjRxXwR8,84,2023-10-27,159080,Top 50 - South Korea,2023-11-05 14:18:19.598429
13756,Jimin,1oSPZhvZMIrWW5I41kPkkY,Alone,5Hfnps0jaWFpYg55WOPexG,82,2023-03-24,211250,Top 50 - South Korea,2023-11-05 14:18:19.598429
13757,V,3JsHnjpbhX4SnySpvpa9DK,Love Me Again,2N0SPREDYqILVEFSsWF5N5,90,2023-08-11,182293,Top 50 - South Korea,2023-11-05 14:18:19.598429
13758,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,Polaroid,2tA3NP12r4niSRhb9Y6AoY,66,2022-11-15,206400,Top 50 - South Korea,2023-11-05 14:18:19.598429
13759,Jimin,1oSPZhvZMIrWW5I41kPkkY,Face-off,3OdIiWnYRHPYtC313Z0Bwy,82,2023-03-24,229627,Top 50 - South Korea,2023-11-05 14:18:19.598429
13760,Fast & Furious: The Fast Saga,1lpOgw56wZLDa8gaP6bSIs,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",1vvcEHQdaUTvWt0EIUYcFK,78,2023-05-17,175802,Top 50 - South Korea,2023-11-05 14:18:19.598429
13761,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,If We Ever Meet Again,2RLdkXSaiQjRbey5pvP8Kt,63,2022-05-02,274386,Top 50 - South Korea,2023-11-05 14:18:19.598429
13762,Fast & Furious: The Fast Saga,1lpOgw56wZLDa8gaP6bSIs,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",5qyjy0xfsHNzWxvXkHVB85,71,2023-05-09,62789,Top 50 - South Korea,2023-11-05 14:18:19.598429
13763,Jimin,1oSPZhvZMIrWW5I41kPkkY,Interlude : Dive,2qg2jy3v50RwfV5FAqG3a2,79,2023-03-24,130996,Top 50 - South Korea,2023-11-05 14:18:19.598429
13764,V,3JsHnjpbhX4SnySpvpa9DK,Slow Dancing,5h1BN75CEh8wdSwE1xrbSe,96,2023-09-08,187026,Top 50 - South Korea,2023-11-05 14:18:19.598429
13765,IVE,6RHTUrRF63xao58xh9FXYJ,Baddie,7uyeEbG6hyApgXuEypGcsZ,82,2023-10-13,154360,Top 50 - South Korea,2023-11-05 14:18:19.598429
13766,Jimin,1oSPZhvZMIrWW5I41kPkkY,Christmas Love,5oaQsszgxYAdABuXoWEOUe,69,2020-12-24,197930,Top 50 - South Korea,2023-11-05 14:18:19.598429
13767,NewJeans,6HvZYsbFfjnjFrWF950C9d,Super Shy,5sdQOyqq2IDhvmx2lHOpwd,92,2023-07-07,154666,Top 50 - South Korea,2023-11-05 14:18:19.598429
13768,V,3JsHnjpbhX4SnySpvpa9DK,Rainy Days,5ydjxBSUIDn26MFzU3asP4,86,2023-08-11,179560,Top 50 - South Korea,2023-11-05 14:18:19.598429
13769,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,Rainbow,50xSycnGMDy0Wg5jJcOv3S,61,2022-05-02,196400,Top 50 - South Korea,2023-11-05 14:18:19.598429
13770,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,"Our Blues, Our Life",2jidjmWNeRmKgLjXhW52Gz,61,2022-05-02,207386,Top 50 - South Korea,2023-11-05 14:18:19.598429
13771,JENNIE,250b0Wlc5Vk0CoUsaCY84M,You & Me,6gcuJpHu0Ey30D5WR76y98,83,2023-10-06,179164,Top 50 - South Korea,2023-11-05 14:18:19.598429
13772,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,TOO MUCH,0rKWJnmo6Q0ovoPOLoLm0t,92,2023-10-19,203894,Top 50 - South Korea,2023-11-05 14:18:19.598429
13773,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,A bientot,4Cr43xPo7bwyCcL1g3yVCu,60,2022-05-02,256372,Top 50 - South Korea,2023-11-05 14:18:19.598429
13774,NewJeans,6HvZYsbFfjnjFrWF950C9d,ETA,56v8WEnGzLByGsDAXDiv4d,87,2023-07-21,151373,Top 50 - South Korea,2023-11-05 14:18:19.598429
13775,RIIZE,2jOm3cYujQx6o1dxuiuqaX,Get A Guitar,4H65EdACzwqV8sTt3dDyA0,79,2023-09-04,160371,Top 50 - South Korea,2023-11-05 14:18:19.598429
13776,Post Malone,246dkjvS1zLTtiykXe5h60,Circles,21jGcNKet2qwijlDFuPiPb,89,2019-09-06,215280,Top 50 - South Korea,2023-11-05 14:18:19.598429
13777,AKMU,6OwKE9Ez6ALxpTaKcT5ayv,Love Lee,1qosh64U6CR5ki1g1Rf2dZ,81,2023-08-21,179683,Top 50 - South Korea,2023-11-05 14:18:19.598429
13778,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,Love Always Run Away,4rMEoXVYww6Xy7q9wSj4gy,60,2021-10-11,242760,Top 50 - South Korea,2023-11-05 14:18:19.598429
13779,League of Legends,47mIJdHORyRerp4os813jD,GODS,210JJAa9nJOgNa0YNrsT5g,87,2023-10-04,220878,Top 50 - South Korea,2023-11-05 14:18:19.598429
13780,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,A Psalm of Life,1E14FuM0BRaHAJSJ9YxMVu,59,2022-05-02,233360,Top 50 - South Korea,2023-11-05 14:18:19.598429
13781,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,Lovely Touch,7x3SGAkfIrzDr9paSslwMv,58,2022-05-02,195173,Top 50 - South Korea,2023-11-05 14:18:19.598429
13782,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,I Love You,2lsRp40mCRkhqULWdMbOzn,58,2022-05-02,239026,Top 50 - South Korea,2023-11-05 14:18:19.598429
13783,V,3JsHnjpbhX4SnySpvpa9DK,For Us,4HAOgAnILvXCbSODMoRnmD,86,2023-09-08,171160,Top 50 - South Korea,2023-11-05 14:18:19.598429
13784,TAEYANG,6udveWUgX4vu75FF0DTrXV,VIBE (feat. Jimin of BTS),4NIe9Is7bN5JWyTeCW2ahK,71,2023-04-25,175775,Top 50 - South Korea,2023-11-05 14:18:19.598429
13785,V,3JsHnjpbhX4SnySpvpa9DK,Blue,2UU11hvjN1JIn4iihEodNT,85,2023-09-08,149853,Top 50 - South Korea,2023-11-05 14:18:19.598429
13786,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,HERO,43u5DDtK4vQ1coWXb4S5a8,57,2020-11-04,216586,Top 50 - South Korea,2023-11-05 14:18:19.598429
13787,V,3JsHnjpbhX4SnySpvpa9DK,Slow Dancing (Piano Ver.),7pgbDdy7ax962o9d2xJceV,86,2023-09-08,188093,Top 50 - South Korea,2023-11-05 14:18:19.598429
13788,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,Father,365znJ27Fb3faGsctmQYWR,58,2022-05-02,238106,Top 50 - South Korea,2023-11-05 14:18:19.598429
13789,iñigo quintero,0jbo7KFNMiIkfBR6ih0yhm,Si No Estás,2HafqoJbgXdtjwCOvNEF14,99,2022-09-23,184061,Top 50 - Spain,2023-11-05 14:18:19.598429
13790,Darell,1TtXnWcUs0FCkaZDPGYHdf,Lollipop,3cDyocF0Ibdfs1SFQk5cLZ,95,2023-07-28,199946,Top 50 - Spain,2023-11-05 14:18:19.598429
13791,Bad Bunny,4q3ewBCX7sLwd24euuV69X,PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,97,2023-10-13,162767,Top 50 - Spain,2023-11-05 14:18:19.598429
13792,Anuel AA,2R21vXR83lH98kGeO99Y66,OA,6gMj2DzKR2PjrrbNSwcGFR,86,2023-10-13,235200,Top 50 - Spain,2023-11-05 14:18:19.598429
13793,Kiko Rivera,0HSGpDMeXaEmH5aUIHjnBF,El Mambo,51QmqegeWI2orK2mzDfnIH,82,2023-07-13,129845,Top 50 - Spain,2023-11-05 14:18:19.598429
13794,Mora,0Q8NcsJwoCbZOHHW63su5S,REINA,0QRHOAeU8JRaVVn3UoZBih,88,2023-08-28,211879,Top 50 - Spain,2023-11-05 14:18:19.598429
13795,Quevedo,52iwsT98xCoGgiGntTiR7K,Columbia,6XbtvPmIpyCbjuT0e8cQtp,95,2023-07-07,186000,Top 50 - Spain,2023-11-05 14:18:19.598429
13796,Mora,0Q8NcsJwoCbZOHHW63su5S,MODELITO,559YUIWxUc8Mx4lsla13Ff,85,2022-11-03,190496,Top 50 - Spain,2023-11-05 14:18:19.598429
13797,Bad Bunny,4q3ewBCX7sLwd24euuV69X,MONACO,4MjDJD8cW7iVeWInc2Bdyj,98,2023-10-13,267194,Top 50 - Spain,2023-11-05 14:18:19.598429
13798,Myke Towers,7iK8PXO48WeuP03g8YR51W,LALA,7ABLbnD53cQK00mhcaOUVG,97,2023-03-23,197920,Top 50 - Spain,2023-11-05 14:18:19.598429
13799,Quevedo,52iwsT98xCoGgiGntTiR7K,Buenas,4sDpxaulErbJ9NBaJDC7cJ,87,2023-09-22,192954,Top 50 - Spain,2023-11-05 14:18:19.598429
13800,Bad Bunny,4q3ewBCX7sLwd24euuV69X,SEDA,1YnChEM51BVZ5dRhbVFEMl,90,2023-10-13,190476,Top 50 - Spain,2023-11-05 14:18:19.598429
13801,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,DILUVIO,2kz1YOhJiNubjigR1gB1VX,84,2023-07-07,197052,Top 50 - Spain,2023-11-05 14:18:19.598429
13802,Saiko,2O8vbr4RYPpk6MRA4fio7u,POLARIS - Remix,0EhuGnOS6fTc5l5UNtDEH2,86,2023-06-08,288000,Top 50 - Spain,2023-11-05 14:18:19.598429
13803,Saiko,2O8vbr4RYPpk6MRA4fio7u,COSAS QUE NO TE DIJE,5xSt1wxZobFcLzHrFakv6z,81,2021-09-17,224725,Top 50 - Spain,2023-11-05 14:18:19.598429
13804,Bad Bunny,4q3ewBCX7sLwd24euuV69X,HIBIKI,4qSEvFGCpde73gqIuq3sho,92,2023-10-13,208000,Top 50 - Spain,2023-11-05 14:18:19.598429
13805,Jhayco,6nVcHLIgY5pE2YCl8ubca1,Holanda,6irysuQyZWd7Bjj7ePiOs2,92,2023-07-28,231693,Top 50 - Spain,2023-11-05 14:18:19.598429
13806,Dei V,2YRyPiW98bpkARAS4B3OQP,Quien Es Dei V?,5nSUskJwcSRFS9dIqrVfrv,82,2023-03-17,162244,Top 50 - Spain,2023-11-05 14:18:19.598429
13807,Marshmello,64KEffDW9EtZ1y2vBYgq8T,El Merengue,74V5ewqxsojlKtGQ6lFR0d,45,2023-11-02,189668,Top 50 - Spain,2023-11-05 14:18:19.598429
13808,KAROL G,790FomKkXshlbRYZFtlgla,QLONA,5RqSsdzTNPX1uzkmlHCFvK,94,2023-08-10,172797,Top 50 - Spain,2023-11-05 14:18:19.598429
13809,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,BABY HELLO,21N77gfWYoQDvrLvaeiQgi,79,2023-07-07,222461,Top 50 - Spain,2023-11-05 14:18:19.598429
13810,Soge Culebra,2SNfNJDsahTSVFwgxposF5,NO PIENSO LLAMAR,3tPPP39TSamzLPOJomKALp,68,2023-10-13,198352,Top 50 - Spain,2023-11-05 14:18:19.598429
13811,Ana Mena,6k8mwkKJKKjBILo7ypBspl,Madrid City,6KHxe3Yj8W8oq3zviUvJRe,76,2023-09-29,172727,Top 50 - Spain,2023-11-05 14:18:19.598429
13812,Bizarrap,716NhGYqD1jl2wI1Qkgq36,"Milo J: Bzrp Music Sessions, Vol. 57",1iLbUmb2b2btyAAcQ68a1p,89,2023-10-03,189901,Top 50 - Spain,2023-11-05 14:18:19.598429
13813,Feid,2LRoIwlKmHjgvigdNGBHNo,LUCES DE TECNO,0goXAEnjWhssHU0y9Zyqyf,82,2023-09-29,164293,Top 50 - Spain,2023-11-05 14:18:19.598429
13814,LIT killah,1vqR17Iv8VFdzure1TAXEq,Los del Espacio,1Hs1uUl8o2VtDp1DABFq0O,88,2023-06-01,338000,Top 50 - Spain,2023-11-05 14:18:19.598429
13815,Sky Rompiendo,51XrH5fQP2oIQynuKxSWcW,El Cielo,4PA1wK0leCjmRZlP5dQ8Lv,88,2023-06-02,191320,Top 50 - Spain,2023-11-05 14:18:19.598429
13816,Omar Montes,3lY9Fxceu60W1rbon7PkuF,Arena y Sal,5iilNoD56jD3FJ3bM9tMP0,79,2023-05-18,174415,Top 50 - Spain,2023-11-05 14:18:19.598429
13817,Dei V,2YRyPiW98bpkARAS4B3OQP,Narcotics (with Bryant Myers),0p0cOpBujR114Wirv5AM7W,82,2023-09-14,173991,Top 50 - Spain,2023-11-05 14:18:19.598429
13818,JC Reyes,0FwnPHExlRRxEZPLAi5tmG,A 300,18W8cuvcub2B9NQzm5rZxf,78,2023-02-17,169208,Top 50 - Spain,2023-11-05 14:18:19.598429
